reaction,metabolite,name,formula,carbon_atom
CTECOAI8,odecoa_c,Octadecenoyl-CoA (n-C18:1CoA),C39H64N7O17P3S,Presence
CTECOAI8,od2coa_c,Trans-Octadec-2-enoyl-CoA,C39H64N7O17P3S,Presence
CTI1,tde_2Z_coa_c,Cis tetradec 2 enoyl CoATetradecenoyl CoA  n C141 2Z CoA,C35H56N7O17P3S,Presence
CTI1,td2coa_c,Trans-Tetradec-2-enoyl-CoA,C35H56N7O17P3S,Presence
CTPS1,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CTPS1,utp_c,UTP C9H11N2O15P3,C9H11N2O15P3,Presence
CTPS1,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CTPS1,ctp_c,CTP C9H12N3O14P3,C9H12N3O14P3,Presence
CTPS1_2,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CTPS1_2,utp_c,UTP C9H11N2O15P3,C9H11N2O15P3,Presence
CTPS1_2,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CTPS1_2,ctp_c,CTP C9H12N3O14P3,C9H12N3O14P3,Presence
CTPS2,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CTPS2,gln__L_c,L-Glutamine,C5H10N2O3,Presence
CTPS2,utp_c,UTP C9H11N2O15P3,C9H11N2O15P3,Presence
CTPS2,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CTPS2,ctp_c,CTP C9H12N3O14P3,C9H12N3O14P3,Presence
CTPS2,glu__L_c,L-Glutamate,C5H8NO4,Presence
CU2abcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CU2abcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CYANt2pp,cyan_p,Hydrogen cyanide,CHN,Presence
CYANt2pp,cyan_c,Hydrogen cyanide,CHN,Presence
CYANtex,cyan_e,Hydrogen cyanide,CHN,Presence
CYANtex,cyan_p,Hydrogen cyanide,CHN,Presence
CYO1_KT,ficytc_c,Ferricytochrome c C42H52FeN8O6S2,C33FeH31N4O4,Presence
CYO1_KT,q8h2_c,Ubiquinol-8,C49H76O4,Presence
CYO1_KT,focytc_c,Ferrocytochrome c C42H53FeN8O6S2,C33H32FeN4O4,Presence
CYO1_KT,q8_c,Ubiquinone-8,C49H74O4,Presence
CYSDS,cys__L_c,L-Cysteine,C3H7NO2S,Presence
CYSDS,pyr_c,Pyruvate,C3H3O3,Presence
CYSS,acser_c,O-Acetyl-L-serine,C5H9NO4,Presence
CYSS,ac_c,Acetate,C2H3O2,Presence
CYSS,cys__L_c,L-Cysteine,C3H7NO2S,Presence
CYSS_2,acser_c,O-Acetyl-L-serine,C5H9NO4,Presence
CYSS_2,ac_c,Acetate,C2H3O2,Presence
CYSS_2,cys__L_c,L-Cysteine,C3H7NO2S,Presence
CYSTA,akg_c,2-Oxoglutarate,C5H4O5,Presence
CYSTA,cys__L_c,L-Cysteine,C3H7NO2S,Presence
CYSTA,glu__L_c,L-Glutamate,C5H8NO4,Presence
CYSTA,mercppyr_c,Mercaptopyruvate,C3H3O3S,Presence
CYSTL,cyst__L_c,L-Cystathionine,C7H14N2O4S,Presence
CYSTL,hcys__L_c,L-Homocysteine,C4H9NO2S,Presence
CYSTL,pyr_c,Pyruvate,C3H3O3,Presence
CYSTS,hcys__L_c,L-Homocysteine,C4H9NO2S,Presence
CYSTS,ser__L_c,L-Serine,C3H7NO3,Presence
CYSTS,cyst__L_c,L-Cystathionine,C7H14N2O4S,Presence
CYSabc,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CYSabc,cys__L_e,L-Cysteine,C3H7NO2S,Presence
CYSabc,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CYSabc,cys__L_c,L-Cysteine,C3H7NO2S,Presence
CYSabc2pp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CYSabc2pp,cys__L_c,L-Cysteine,C3H7NO2S,Presence
CYSabc2pp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CYSabc2pp,cys__L_p,L-Cysteine,C3H7NO2S,Presence
CYSabcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CYSabcpp,cys__L_p,L-Cysteine,C3H7NO2S,Presence
CYSabcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CYSabcpp,cys__L_c,L-Cysteine,C3H7NO2S,Presence
CYStpp,cys__L_c,L-Cysteine,C3H7NO2S,Presence
CYStpp,cys__L_p,L-Cysteine,C3H7NO2S,Presence
CYTBD,q8h2_c,Ubiquinol-8,C49H76O4,Presence
CYTBD,q8_c,Ubiquinone-8,C49H74O4,Presence
CYTBD2pp,mql8_c,Menaquinol 8,C51H74O2,Presence
CYTBD2pp,mqn8_c,Menaquinone 8,C51H72O2,Presence
CYTBDpp,q8h2_c,Ubiquinol-8,C49H76O4,Presence
CYTBDpp,q8_c,Ubiquinone-8,C49H74O4,Presence
CYTBO3_4pp,q8h2_c,Ubiquinol-8,C49H76O4,Presence
CYTBO3_4pp,q8_c,Ubiquinone-8,C49H74O4,Presence
CYTCBB3pp,focytc_c,Ferrocytochrome c C42H53FeN8O6S2,C33H32FeN4O4,Presence
CYTCBB3pp,ficytc_c,Ferricytochrome c C42H52FeN8O6S2,C33FeH31N4O4,Presence
CYTD,cytd_c,Cytidine,C9H13N3O5,Presence
CYTD,uri_c,Uridine,C9H12N2O6,Presence
CYTDH,cytd_c,Cytidine,C9H13N3O5,Presence
CYTDH,csn_c,Cytosine,C4H5N3O,Presence
CYTDH,rib__D_c,D-Ribose,C5H10O5,Presence
CYTDtex,cytd_e,Cytidine,C9H13N3O5,Presence
CYTDtex,cytd_p,Cytidine,C9H13N3O5,Presence
CYTK1,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CYTK1,cmp_c,CMP C9H12N3O8P,C9H12N3O8P,Presence
CYTK1,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CYTK1,cdp_c,CDP C9H12N3O11P2,C9H12N3O11P2,Presence
CYTK2,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CYTK2,dcmp_c,DCMP C9H12N3O7P,C9H12N3O7P,Presence
CYTK2,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CYTK2,dcdp_c,DCDP C9H12N3O10P2,C9H12N3O10P2,Presence
CYTOM,amet_c,S-Adenosyl-L-methionine,C15H23N6O5S,Presence
CYTOM,csn_c,Cytosine,C4H5N3O,Presence
CYTOM,5mcsn_c,5-Methylcytosine,C5H7N3O,Presence
CYTOM,ahcys_c,S-Adenosyl-L-homocysteine,C14H20N6O5S,Presence
Cobalt2abcppI,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
Cobalt2abcppI,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
Cotpp,co_p,Carbon monoxide,CO,Presence
Cotpp,co_c,Carbon monoxide,CO,Presence
Cuabc,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
Cuabc,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
Cut1,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
Cut1,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
D4DGCD,5d4dglcr_c,5 Dehydro 4 deoxy D glucarate C6H6O7,C6H6O7,Presence
D4DGCD,25dop_c,2 5 Dioxopentanoate C5H5O4,C5H5O4,Presence
D4DGCD,co2_c,CO2 CO2,CO2,Presence
D5KGK,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
D5KGK,d5kg_c,2-Deoxy-5-keto-D-gluconic acid,C6H9O6,Presence
D5KGK,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
D5KGK,d5kgp_c,2-Deoxy-5-keto-D-gluconic acid 6-phosphate,C6H8O9P,Presence
D5KGPA,d5kgp_c,2-Deoxy-5-keto-D-gluconic acid 6-phosphate,C6H8O9P,Presence
D5KGPA,dhap_c,Dihydroxyacetone phosphate,C3H5O6P,Presence
D5KGPA,msa_c,Malonate semialdehyde,C3H3O3,Presence
DAAD,ala__D_c,D-Alanine,C3H7NO2,Presence
DAAD,fad_c,Flavin adenine dinucleotide oxidized,C27H33N9O15P2,Presence
DAAD,fadh2_c,Flavin adenine dinucleotide reduced,C27H35N9O15P2,Presence
DAAD,pyr_c,Pyruvate,C3H3O3,Presence
DAAD12,fad_c,Flavin adenine dinucleotide oxidized,C27H33N9O15P2,Presence
DAAD12,val__D_c,D Valine,C5H9NO2,Presence
DAAD12,3mob_c,3-Methyl-2-oxobutanoate,C5H7O3,Presence
DAAD12,fadh2_c,Flavin adenine dinucleotide reduced,C27H35N9O15P2,Presence
DAAD2,arg__D_c,D-Arginine,C6H15N4O2,Presence
DAAD2,fad_c,Flavin adenine dinucleotide oxidized,C27H33N9O15P2,Presence
DAAD2,5g2oxpt_c,2-Oxoarginine,C6H11N3O3,Presence
DAAD2,fadh2_c,Flavin adenine dinucleotide reduced,C27H35N9O15P2,Presence
DAAD4,fad_c,Flavin adenine dinucleotide oxidized,C27H33N9O15P2,Presence
DAAD4,met__D_c,D-Methionine,C5H11NO2S,Presence
DAAD4,2kmb_c,2-keto-4-methylthiobutyrate,C5H7O3S,Presence
DAAD4,fadh2_c,Flavin adenine dinucleotide reduced,C27H35N9O15P2,Presence
DAAD5,fad_c,Flavin adenine dinucleotide oxidized,C27H33N9O15P2,Presence
DAAD5,orn__D_c,D-Ornithine,C5H13N2O2,Presence
DAAD5,5a2opntn_c,5-Amino-2-oxopentanoate,C5H9NO3,Presence
DAAD5,fadh2_c,Flavin adenine dinucleotide reduced,C27H35N9O15P2,Presence
DAAD7,fad_c,Flavin adenine dinucleotide oxidized,C27H33N9O15P2,Presence
DAAD7,pro__D_c,D-Proline,C5H8NO2,Presence
DAAD7,1p2cbxl_c,1-Pyrroline-2-carboxylate,C5H6NO2,Presence
DAAD7,fadh2_c,Flavin adenine dinucleotide reduced,C27H35N9O15P2,Presence
DAAD8,fad_c,Flavin adenine dinucleotide oxidized,C27H33N9O15P2,Presence
DAAD8,ser__D_c,D-Serine,C3H7NO3,Presence
DAAD8,fadh2_c,Flavin adenine dinucleotide reduced,C27H35N9O15P2,Presence
DAAD8,hpyr_c,Hydroxypyruvate,C3H3O4,Presence
DABAAT2,24dab_c,"L-2,4-Diaminobutanoate",C4H10N2O2,Presence
DABAAT2,akg_c,2-Oxoglutarate,C5H4O5,Presence
DABAAT2,aspsa_c,L-Aspartate 4-semialdehyde,C4H7NO3,Presence
DABAAT2,glu__L_c,L-Glutamate,C5H8NO4,Presence
DADA,dad_2_c,Deoxyadenosine,C10H13N5O3,Presence
DADA,din_c,Deoxyinosine,C10H12N4O4,Presence
DADK,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
DADK,damp_c,DAMP C10H12N5O6P,C10H12N5O6P,Presence
DADK,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
DADK,dadp_c,DADP C10H12N5O9P2,C10H12N5O9P2,Presence
DAGK120,12dgr120_c,"1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)",C27H52O5,Presence
DAGK120,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
DAGK120,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
DAGK120,pa120_c,"1,2-didodecanoyl-sn-glycerol 3-phosphate",C27H51O8P,Presence
DAGK140,12dgr140_c,"1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)",C31H60O5,Presence
DAGK140,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
DAGK140,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
DAGK140,pa140_c,"1,2-ditetradecanoyl-sn-glycerol 3-phosphate",C31H59O8P,Presence
DAGK141,12dgr141_c,"1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1)",C31H56O5,Presence
DAGK141,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
DAGK141,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
DAGK141,pa141_c,"1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate",C31H55O8P,Presence
DAGK160,12dgr160_c,"1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)",C35H68O5,Presence
DAGK160,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
DAGK160,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
DAGK160,pa160_c,"1,2-dihexadecanoyl-sn-glycerol 3-phosphate",C35H67O8P,Presence
DAGK161,12dgr161_c,"1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)",C35H64O5,Presence
DAGK161,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
DAGK161,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
DAGK161,pa161_c,"1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate",C35H63O8P,Presence
DAGK180,12dgr180_c,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",C39H76O5,Presence
DAGK180,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
DAGK180,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
DAGK180,pa180_c,"1,2-dioctadecanoyl-sn-glycerol 3-phosphate",C39H75O8P,Presence
DAGK181,12dgr181_c,"1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)",C39H72O5,Presence
DAGK181,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
DAGK181,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
DAGK181,pa181_c,"1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate",C39H71O8P,Presence
DALAALAD,balaala_c,Beta alanylL alanine,C6H12N2O3,Presence
DALAALAD,ala__D_c,D-Alanine,C3H7NO2,Presence
DALAALAD,ala__L_c,L-Alanine,C3H7NO2,Presence
DALADALAD,balabala_c,Beta alanyl beta alanine,C6H12N2O3,Presence
DALADALAD,ala__D_c,D-Alanine,C3H7NO2,Presence
DALAGLYD,balagly_c,Beta alanylL glycine,C5H10N2O3,Presence
DALAGLYD,ala__D_c,D-Alanine,C3H7NO2,Presence
DALAGLYD,gly_c,Glycine,C2H5NO2,Presence
DALALEUD,balaleu_c,Beta alanylL leucine,C9H18N2O3,Presence
DALALEUD,ala__D_c,D-Alanine,C3H7NO2,Presence
DALALEUD,leu__L_c,L-Leucine,C6H13NO2,Presence
DALAabcpp,ala__D_p,D-Alanine,C3H7NO2,Presence
DALAabcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
DALAabcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
DALAabcpp,ala__D_c,D-Alanine,C3H7NO2,Presence
DAPDA,n6all26d_c,"N6-Acetyl-LL-2,6-diaminoheptanedioate",C9H15N2O5,Presence
DAPDA,26dap_LL_c,"LL-2,6-Diaminoheptanedioate",C7H14N2O4,Presence
DAPDA,ac_c,Acetate,C2H3O2,Presence
DAPDC,26dap__M_c,"Meso-2,6-Diaminoheptanedioate",C7H14N2O4,Presence
DAPDC,co2_c,CO2 CO2,CO2,Presence
DAPDC,lys__L_c,L-Lysine,C6H15N2O2,Presence
DAPE,26dap_LL_c,"LL-2,6-Diaminoheptanedioate",C7H14N2O4,Presence
DAPE,26dap__M_c,"Meso-2,6-Diaminoheptanedioate",C7H14N2O4,Presence
DARBabcpp,arab__D_p,D Arabinose C5H10O5,C5H10O5,Presence
DARBabcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
DARBabcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
DARBabcpp,arab__D_c,D Arabinose C5H10O5,C5H10O5,Presence
DARBt3ipp,arab__D_c,D Arabinose C5H10O5,C5H10O5,Presence
DARBt3ipp,arab__D_p,D Arabinose C5H10O5,C5H10O5,Presence
DASYN120,ctp_c,CTP C9H12N3O14P3,C9H12N3O14P3,Presence
DASYN120,pa120_c,"1,2-didodecanoyl-sn-glycerol 3-phosphate",C27H51O8P,Presence
DASYN120,cdpdddecg_c,"CDP-1,2-didodecanoylglycerol",C36H63N3O15P2,Presence
DASYN140,ctp_c,CTP C9H12N3O14P3,C9H12N3O14P3,Presence
DASYN140,pa140_c,"1,2-ditetradecanoyl-sn-glycerol 3-phosphate",C31H59O8P,Presence
DASYN140,cdpdtdecg_c,"CDP-1,2-ditetradecanoylglycerol",C40H71N3O15P2,Presence
DASYN141,ctp_c,CTP C9H12N3O14P3,C9H12N3O14P3,Presence
DASYN141,pa141_c,"1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate",C31H55O8P,Presence
DASYN141,cdpdtdec7eg_c,"CDP-1,2-ditetradec-7-enoylglycerol",C40H67N3O15P2,Presence
DASYN160,ctp_c,CTP C9H12N3O14P3,C9H12N3O14P3,Presence
DASYN160,pa160_c,"1,2-dihexadecanoyl-sn-glycerol 3-phosphate",C35H67O8P,Presence
DASYN160,cdpdhdecg_c,"CDP-1,2-dihexadecanoylglycerol",C44H79N3O15P2,Presence
DASYN161,ctp_c,CTP C9H12N3O14P3,C9H12N3O14P3,Presence
DASYN161,pa161_c,"1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate",C35H63O8P,Presence
DASYN161,cdpdhdec9eg_c,"CDP-1,2-dihexadec-9-enoylglycerol",C44H75N3O15P2,Presence
DASYN180,ctp_c,CTP C9H12N3O14P3,C9H12N3O14P3,Presence
DASYN180,pa180_c,"1,2-dioctadecanoyl-sn-glycerol 3-phosphate",C39H75O8P,Presence
DASYN180,cdpdodecg_c,"CDP-1,2-dioctadecanoylglycerol",C48H87N3O15P2,Presence
DASYN181,ctp_c,CTP C9H12N3O14P3,C9H12N3O14P3,Presence
DASYN181,pa181_c,"1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate",C39H71O8P,Presence
DASYN181,cdpdodec11eg_c,"CDP-1,2-dioctadec-11-enoylglycerol",C48H83N3O15P2,Presence
DATPHs,datp_c,DATP C10H12N5O12P3,C10H12N5O12P3,Presence
DATPHs,ditp_c,DITP(4-),C10H11N4O13P3,Presence
DB4PS,ru5p__D_c,D-Ribulose 5-phosphate,C5H9O8P,Presence
DB4PS,db4p_c,"3,4-dihydroxy-2-butanone 4-phosphate",C4H8O6P,Presence
DB4PS,for_c,Formate,CHO2,Presence
DBTS,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
DBTS,co2_c,CO2 CO2,CO2,Presence
DBTS,dann_c,"7,8-Diaminononanoate",C9H21N2O2,Presence
DBTS,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
DBTS,dtbt_c,Dethiobiotin,C10H17N2O3,Presence
DCAtex,dca_e,Decanoate (n-C10:0),C10H19O2,Presence
DCAtex,dca_p,Decanoate (n-C10:0),C10H19O2,Presence
DCMPDA,dcmp_c,DCMP C9H12N3O7P,C9H12N3O7P,Presence
DCMPDA,dump_c,DUMP C9H11N2O8P,C9H11N2O8P,Presence
DCTPD,dctp_c,DCTP C9H12N3O13P3,C9H12N3O13P3,Presence
DCTPD,dutp_c,DUTP C9H11N2O14P3,C9H11N2O14P3,Presence
DCTPD2,ctp_c,CTP C9H12N3O14P3,C9H12N3O14P3,Presence
DCTPD2,utp_c,UTP C9H11N2O15P3,C9H11N2O15P3,Presence
DCYTD,dcyt_c,Deoxycytidine,C9H13N3O4,Presence
DCYTD,duri_c,Deoxyuridine,C9H12N2O5,Presence
DDGALK,2dh3dgal_c,2-Dehydro-3-deoxy-D-galactonate,C6H9O6,Presence
DDGALK,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
DDGALK,2dh3dgal6p_c,2-Dehydro-3-deoxy-D-galactonate 6-phosphate,C6H8O9P,Presence
DDGALK,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
DDGLK,2ddglcn_c,2-Dehydro-3-deoxy-D-gluconate,C6H9O6,Presence
DDGLK,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
DDGLK,2ddg6p_c,2-Dehydro-3-deoxy-D-gluconate 6-phosphate,C6H8O9P,Presence
DDGLK,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
DDPA,e4p_c,D-Erythrose 4-phosphate,C4H7O7P,Presence
DDPA,pep_c,Phosphoenolpyruvate,C3H2O6P,Presence
DDPA,2dda7p_c,2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate,C7H10O10P,Presence
DDPGA,4h2oglt_c,4 Hydroxy 2 oxoglutarate C5H4O6,C5H4O6,Presence
DDPGA,glx_c,Glyoxylate,C2HO3,Presence
DDPGA,pyr_c,Pyruvate,C3H3O3,Presence
DDPGALA,2dh3dgal6p_c,2-Dehydro-3-deoxy-D-galactonate 6-phosphate,C6H8O9P,Presence
DDPGALA,g3p_c,Glyceraldehyde 3-phosphate,C3H5O6P,Presence
DDPGALA,pyr_c,Pyruvate,C3H3O3,Presence
DEXTRINt2,dextrin_e,Dextrin C12H20O10,C12H20O10,Presence
DEXTRINt2,dextrin_c,Dextrin C12H20O10,C12H20O10,Presence
DGK1,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
DGK1,dgmp_c,DGMP C10H12N5O7P,C10H12N5O7P,Presence
DGK1,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
DGK1,dgdp_c,DGDP C10H12N5O10P2,C10H12N5O10P2,Presence
DGNSK,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
DGNSK,dgsn_c,Deoxyguanosine,C10H13N5O4,Presence
DGNSK,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
DGNSK,dgmp_c,DGMP C10H12N5O7P,C10H12N5O7P,Presence
DGUNC,gtp_c,GTP C10H12N5O14P3,C10H12N5O14P3,Presence
DGUNC,cdigmp_c,Cyclic diguanosine monophosphate,C20H22N10O14P2,Presence
DHAD1,23dhmb_c,"(R)-2,3-Dihydroxy-3-methylbutanoate",C5H9O4,Presence
DHAD1,3mob_c,3-Methyl-2-oxobutanoate,C5H7O3,Presence
DHAD2,23dhmp_c,"(R)-2,3-Dihydroxy-3-methylpentanoate",C6H11O4,Presence
DHAD2,3mop_c,(S)-3-Methyl-2-oxopentanoate,C6H9O3,Presence
DHAK,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
DHAK,dha_c,Dihydroxyacetone,C3H6O3,Presence
DHAK,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
DHAK,dhap_c,Dihydroxyacetone phosphate,C3H5O6P,Presence
DHAPT,dha_c,Dihydroxyacetone,C3H6O3,Presence
DHAPT,pep_c,Phosphoenolpyruvate,C3H2O6P,Presence
DHAPT,dhap_c,Dihydroxyacetone phosphate,C3H5O6P,Presence
DHAPT,pyr_c,Pyruvate,C3H3O3,Presence
DHAt,dha_e,Dihydroxyacetone,C3H6O3,Presence
DHAt,dha_c,Dihydroxyacetone,C3H6O3,Presence
DHBD,23ddhb_c,"2,3-Dihydro-2,3-dihydroxybenzoate",C7H7O4,Presence
DHBD,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
DHBD,23dhb_c,"2,3-Dihydroxybenzoate",C7H5O4,Presence
DHBD,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
DHBS,23dhb_c,"2,3-Dihydroxybenzoate",C7H5O4,Presence
DHBS,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
DHBS,23dhba_c,"(2,3-Dihydroxybenzoyl)adenylate",C17H17N5O10P,Presence
DHBSH_1,23dhbzs_c,"2,3-dihydroxybenzoylserine",C10H10NO6,Presence
DHBSH_1,23dhb_c,"2,3-Dihydroxybenzoate",C7H5O4,Presence
DHBSH_1,ser__L_c,L-Serine,C3H7NO3,Presence
DHBSZ3FEabcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
DHBSZ3FEabcpp,fe3dhbzs3_p,2-3-dihydroxybenzoylserine trimer-Fe-III,C30FeH28N3O16,Presence
DHBSZ3FEabcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
DHBSZ3FEabcpp,fe3dhbzs3_c,2-3-dihydroxybenzoylserine trimer-Fe-III,C30FeH29N3O16,Presence
DHBSZ3FEtonex,fe3dhbzs3_e,2-3-dihydroxybenzoylserine trimer-Fe-III,C30FeH28N3O16,Presence
DHBSZ3FEtonex,fe3dhbzs3_p,2-3-dihydroxybenzoylserine trimer-Fe-III,C30FeH28N3O16,Presence
DHBZS2H,23dhbzs2_c,2-3-dihydroxybenzoylserine dimer,C20H19N2O11,Presence
DHBZS2H,23dhbzs_c,"2,3-dihydroxybenzoylserine",C10H10NO6,Presence
DHBZS3H,23dhbzs3_c,2-3-dihydroxybenzoylserine trimer,C30H28N3O16,Presence
DHBZS3H,23dhbzs2_c,2-3-dihydroxybenzoylserine dimer,C20H19N2O11,Presence
DHBZS3H,23dhbzs_c,"2,3-dihydroxybenzoylserine",C10H10NO6,Presence
DHCIND,cenchddd_c,"Cis-3-(3-carboxyethenyl)-3,5-cyclohexadiene-1,2-diol",C9H9O4,Presence
DHCIND,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
DHCIND,dhcinnm_c,"2,3-dihydroxicinnamic acid",C9H7O4,Presence
DHCIND,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
DHCINDO,dhcinnm_c,"2,3-dihydroxicinnamic acid",C9H7O4,Presence
DHCINDO,hkntd_c,2-hydroxy-6-ketononatrienedioate,C9H6O6,Presence
DHDPRx_r,23dhdp_c,"2,3-Dihydrodipicolinate",C7H5NO4,Presence
DHDPRx_r,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
DHDPRx_r,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
DHDPRx_r,thdp_c,"2,3,4,5-Tetrahydrodipicolinate",C7H7NO4,Presence
DHDPRy,23dhdp_c,"2,3-Dihydrodipicolinate",C7H5NO4,Presence
DHDPRy,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
DHDPRy,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
DHDPRy,thdp_c,"2,3,4,5-Tetrahydrodipicolinate",C7H7NO4,Presence
DHDPS,aspsa_c,L-Aspartate 4-semialdehyde,C4H7NO3,Presence
DHDPS,pyr_c,Pyruvate,C3H3O3,Presence
DHDPS,23dhdp_c,"2,3-Dihydrodipicolinate",C7H5NO4,Presence
DHEDAA,24dhhed_c,"2,4-Dihydroxyhept-2-enedioate",C7H8O6,Presence
DHEDAA,pyr_c,Pyruvate,C3H3O3,Presence
DHEDAA,sucsal_c,Succinic semialdehyde,C4H5O3,Presence
DHFR,dhf_c,"7,8-Dihydrofolate",C19H19N7O6,Presence
DHFR,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
DHFR,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
DHFR,thf_c,"5,6,7,8-Tetrahydrofolate",C19H21N7O6,Presence
DHFS,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
DHFS,dhpt_c,Dihydropteroate,C14H13N6O3,Presence
DHFS,glu__L_c,L-Glutamate,C5H8NO4,Presence
DHFS,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
DHFS,dhf_c,"7,8-Dihydrofolate",C19H19N7O6,Presence
